area,template,block,source_kind,element_kind,visible_text,target,hx_target,source_file,source_line,flags
_shell,,main,python,python_title,PortfoliFLOW (web),,,web/main.py,397,
_shell,,shell,python,python_label,Front Office,,,web/shell.py,72,
_shell,,shell,python,python_label,Back Office,,,web/shell.py,73,
_shell,,shell,python,python_label,Assistants,,,web/shell.py,74,
_shell,,shell,python,python_label,Planning Desk,,,web/shell.py,79,
_shell,,shell,python,python_label,Investor Communication,,,web/shell.py,84,
_shell,,shell,python,python_label,Watch Desk,,,web/shell.py,91,internal-name
_shell,,shell,python,python_label,Cases,,,web/shell.py,97,
_shell,,shell,python,python_label,Transactions,,,web/shell.py,101,
_shell,,shell,python,python_label,Admin,,,web/shell.py,102,
_shell,,shell,python,python_title,Overview,,,web/shell.py,147,
_shell,,shell,python,python_title,Charts,,,web/shell.py,152,
_shell,,shell,python,python_title,Statistics,,,web/shell.py,153,
_shell,,shell,python,python_title,Portfolio Analysis,,,web/shell.py,154,
_shell,,shell,python,python_title,Briefing,,,web/shell.py,159,
_shell,,shell,python,python_title,Journal,,,web/shell.py,160,
_shell,,shell,python,python_title,Calibration,,,web/shell.py,161,
_shell,,shell,python,python_title,Cash Flow Planning,,,web/shell.py,165,
_shell,,shell,python,python_title,Scenario Analysis,,,web/shell.py,166,
_shell,,shell,python,python_title,Open Cases,,,web/shell.py,172,
_shell,,shell,python,python_title,Recently Closed,,,web/shell.py,173,
_shell,,shell,python,python_title,Archive,,,web/shell.py,174,
_shell,,shell,python,python_title,New transaction,,,web/shell.py,180,
_shell,,shell,python,python_title,Blotter,,,web/shell.py,181,internal-name
_shell,,shell,python,python_title,History,,,web/shell.py,182,
_shell,,shell,python,python_title,Strategic Asset Allocation,,,web/shell.py,185,
_shell,,shell,python,python_title,Benchmarks & Attribution,,,web/shell.py,186,
_shell,,shell,python,python_title,Investment Limits,,,web/shell.py,187,
_shell,,shell,python,python_title,Data Import,,,web/shell.py,190,
_shell,,shell,python,python_title,Market Data,,,web/shell.py,198,
_shell,,shell,python,python_title,Providers & Credentials,,,web/shell.py,201,
_shell,,shell,python,python_title,Users,,,web/shell.py,209,
_shell,,shell,python,python_title,Investments,,,web/shell.py,216,
_shell,,shell,python,python_title,Portfolio Review,,,web/shell.py,218,
_shell,,shell,python,python_title,Shirley,,,web/shell.py,220,internal-name
_shell,,shell,python,python_title,Report Scraper,,,web/shell.py,221,
_shell,,shell,python,python_title,Providers & Credentials,,,web/shell.py,224,
_shell,_partials/chat_empty.html,,template,empty_state,Start a conversation by typing a message below.,,,web/templates/_partials/chat_empty.html,9,
_shell,_partials/command_palette.html,,template,tooltip,Command palette,,,web/templates/_partials/command_palette.html,10,from:aria-label|icon-only
_shell,_partials/command_palette.html,,template,placeholder,"Jump to area, section or action…",,,web/templates/_partials/command_palette.html,12,
_shell,_partials/command_palette.html,,template,tooltip,Search results,,,web/templates/_partials/command_palette.html,17,from:aria-label|icon-only
_shell,_partials/shirley_dock.html,,template,tooltip,Conversation with Shirley,,,web/templates/_partials/shirley_dock.html,36,from:aria-label|internal-name
_shell,_partials/shirley_dock.html,,template,button,"{{ pf_icon(""new"") }}New chat",/chat/new,#chat-history,web/templates/_partials/shirley_dock.html,43,dynamic
_shell,_partials/shirley_dock.html,,template,htmx,"{{ pf_icon(""new"") }}New chat",/chat/new,#chat-history,web/templates/_partials/shirley_dock.html,43,dynamic|verb:POST
_shell,_partials/shirley_dock.html,,template,button,"{{ pf_icon(""stage"") }}",,,web/templates/_partials/shirley_dock.html,49,dynamic
_shell,_partials/shirley_dock.html,,template,tooltip,Open on stage,,,web/templates/_partials/shirley_dock.html,49,from:title
_shell,_partials/shirley_dock.html,,template,tooltip,Open on stage,,,web/templates/_partials/shirley_dock.html,49,from:aria-label
_shell,_partials/shirley_dock.html,,template,button,"{{ pf_icon(""close"") }}",,,web/templates/_partials/shirley_dock.html,54,dynamic
_shell,_partials/shirley_dock.html,,template,tooltip,Close Ctrl J,,,web/templates/_partials/shirley_dock.html,54,from:title
_shell,_partials/shirley_dock.html,,template,tooltip,Close Shirley,,,web/templates/_partials/shirley_dock.html,54,from:aria-label|internal-name
_shell,_partials/shirley_dock.html,,template,link,{{ brief_banner.badge }},{{ brief_banner.href }},,web/templates/_partials/shirley_dock.html,70,dynamic
_shell,_partials/shirley_dock.html,,template,button,Dismiss,/chat/brief/dismiss,#chat-brief-banner,web/templates/_partials/shirley_dock.html,72,duplicate-label|synonym-candidate
_shell,_partials/shirley_dock.html,,template,htmx,Dismiss,/chat/brief/dismiss,#chat-brief-banner,web/templates/_partials/shirley_dock.html,72,duplicate-label|synonym-candidate|verb:POST
_shell,_partials/shirley_dock.html,,template,tooltip,Stop consulting for this case,/chat/brief/dismiss,#chat-brief-banner,web/templates/_partials/shirley_dock.html,72,from:aria-label|synonym-candidate
_shell,_partials/shirley_dock.html,,template,htmx,,/chat/history,,web/templates/_partials/shirley_dock.html,88,icon-only|verb:GET
_shell,_partials/shirley_dock.html,,template,tooltip,Conversation history,/chat/history,,web/templates/_partials/shirley_dock.html,88,from:aria-label|icon-only
_shell,_partials/shirley_dock.html,,template,htmx,Send 🎤 ● Record ■ I'm done Cancel Enter to send · Shift+Enter for newline · attach a photo to ask about it,/chat/messages,#chat-history,web/templates/_partials/shirley_dock.html,113,verb:POST
_shell,_partials/shirley_dock.html,,template,placeholder,Ask Shirley about your portfolio…,message,,web/templates/_partials/shirley_dock.html,125,internal-name
_shell,_partials/shirley_dock.html,,template,tooltip,Message,,,web/templates/_partials/shirley_dock.html,125,from:aria-label|icon-only
_shell,_partials/shirley_dock.html,,template,tooltip,Attach image,,,web/templates/_partials/shirley_dock.html,130,from:aria-label|icon-only
_shell,_partials/shirley_dock.html,,template,button,Send,,,web/templates/_partials/shirley_dock.html,135,
_shell,_partials/shirley_dock.html,,template,button,🎤,,,web/templates/_partials/shirley_dock.html,142,
_shell,_partials/shirley_dock.html,,template,tooltip,Voice mode,,,web/templates/_partials/shirley_dock.html,142,from:title
_shell,_partials/shirley_dock.html,,template,tooltip,Toggle voice mode,,,web/templates/_partials/shirley_dock.html,142,from:aria-label
_shell,_partials/shirley_dock.html,,template,button,● Record,,,web/templates/_partials/shirley_dock.html,153,
_shell,_partials/shirley_dock.html,,template,tooltip,Start recording,,,web/templates/_partials/shirley_dock.html,153,from:aria-label
_shell,_partials/shirley_dock.html,,template,button,■ I'm done,,,web/templates/_partials/shirley_dock.html,155,hidden
_shell,_partials/shirley_dock.html,,template,tooltip,Stop and send,,,web/templates/_partials/shirley_dock.html,155,from:aria-label|hidden
_shell,_partials/shirley_dock.html,,template,button,Cancel,,,web/templates/_partials/shirley_dock.html,157,duplicate-label|hidden
_shell,_partials/shirley_dock.html,,template,tooltip,Cancel recording,,,web/templates/_partials/shirley_dock.html,157,from:aria-label|hidden
_shell,_partials/shirley_dock.html,,template,pill,,,,web/templates/_partials/shirley_dock.html,159,
_shell,_partials/sidebar.html,,template,tooltip,Areas,,,web/templates/_partials/sidebar.html,35,from:aria-label
_shell,_partials/sidebar.html,,template,tooltip,Area navigation,,,web/templates/_partials/sidebar.html,42,from:aria-label
_shell,_partials/sidebar.html,,template,htmx,"{{ pf_icon(slug.replace(""_"", ""-"")) }} {{ label }}",{{ url }},#shell-main,web/templates/_partials/sidebar.html,44,dynamic|verb:GET
_shell,_partials/sidebar.html,,template,link,"{{ pf_icon(slug.replace(""_"", ""-"")) }} {{ label }}",{{ url }},#shell-main,web/templates/_partials/sidebar.html,44,dynamic
_shell,_partials/sidebar.html,,template,tooltip,{{ label }} sections,,,web/templates/_partials/sidebar.html,56,dynamic|from:aria-label
_shell,_partials/sidebar.html,,template,link,"{{ pf_icon(""platform-admin"") }} Platform Admin",/super-admin/tenants,,web/templates/_partials/sidebar.html,68,dynamic
_shell,_partials/sidebar.html,,template,tooltip,{{ user_email }},,,web/templates/_partials/sidebar.html,78,dynamic|from:title
_shell,_partials/sidebar.html,,template,button,"{{ pf_icon(""nav-collapse"") }}Collapse {{ pf_icon(""nav-expand"") }}",/shell/sidebar/toggle,,web/templates/_partials/sidebar.html,90,dynamic
_shell,_partials/sidebar.html,,template,tooltip,Expand sidebar Collapse sidebar,,,web/templates/_partials/sidebar.html,90,from:aria-label
_shell,_partials/sidebar.html,,template,button,"{{ pf_icon(""sign-out"") }}Sign out {{ pf_icon(""sign-out"", ""Sign out"") }}",/logout,,web/templates/_partials/sidebar.html,108,dynamic
_shell,_partials/statusbar.html,,template,link,Source code,https://github.com/ProcessReengineer/PortfoliFLOW /tree/{{ build_sha }},,web/templates/_partials/statusbar.html,33,synonym-candidate
_shell,_partials/statusbar.html,,template,tooltip,Corresponding source (AGPL §13),https://github.com/ProcessReengineer/PortfoliFLOW /tree/{{ build_sha }},,web/templates/_partials/statusbar.html,33,abbrev|from:title|synonym-candidate
_shell,_partials/statusbar.html,,template,tooltip,Build,,,web/templates/_partials/statusbar.html,41,from:title
_shell,_partials/statusbar.html,,template,tooltip,Configuration loaded Configuration error,,,web/templates/_partials/statusbar.html,44,from:title
_shell,base.html,shirley,template,heading,Shirley,,,web/templates/base.html,109,internal-name
_shell,base.html,shirley,template,button,"{{ pf_icon(""dock"") }}Back to dock",,,web/templates/base.html,110,dynamic
_shell,base.html,shirley,template,empty_state,Nothing on the stage yet. Figures Shirley renders will open here at full size.,,,web/templates/base.html,113,internal-name
_shell,base.html,shirley,template,tooltip,Shirley,,,web/templates/base.html,126,from:aria-label|internal-name
_shell,base.html,shirley,template,button,"{{ pf_icon(""shirley"") }}",,,web/templates/base.html,128,dynamic
_shell,base.html,shirley,template,tooltip,Open Shirley Ctrl J,,,web/templates/base.html,128,from:title|internal-name
_shell,base.html,shirley,template,tooltip,Open Shirley,,,web/templates/base.html,128,from:aria-label|internal-name
_shell,base.html,shirley,template,htmx,,/chat/dock,,web/templates/base.html,134,icon-only|no-accessible-name|verb:GET
admin,,overview,python,python_title,Invested Capital & NAV,,,web/routes/overview.py,444,abbrev
admin,,overview,python,python_title,Invested Capital & NAV,,,web/routes/overview.py,447,abbrev
admin,,overview,python,python_title,Cashflows,,,web/routes/overview.py,454,
admin,,overview,python,python_title,Cashflows,,,web/routes/overview.py,456,
admin,,overview,python,python_title,NAV by fund,,,web/routes/overview.py,462,abbrev
admin,,overview,python,python_title,Currency exposure,,,web/routes/overview.py,485,
admin,,provider_credentials,python,python_message,tenant-wide provider settings are owner-managed.,,,web/routes/provider_credentials.py,985,identifier-leak-loose|internal-name
admin,_partials/areas/_admin_body.html,,template,area_header,"Admin Internal management — data import, market data, investments, user administration and audit surfaces.",,,web/templates/_partials/areas/_admin_body.html,3,
admin,_partials/areas/_admin_body.html,Admin,template,heading,Admin,,,web/templates/_partials/areas/_admin_body.html,4,
admin,_partials/areas/_admin_body.html,Admin,template,button,Change investment settings,/investments,,web/templates/_partials/areas/_admin_body.html,59,inline-html|synonym-candidate
admin,_partials/areas/_admin_body.html,Admin,template,link,Change investment settings,/investments,,web/templates/_partials/areas/_admin_body.html,59,inline-html|synonym-candidate
admin,_partials/data_import_preview.html,,template,htmx,← Back to upload,/api/data-import/section,#pf-data-import-panel,web/templates/_partials/data_import_preview.html,26,synonym-candidate|verb:GET
admin,_partials/data_import_preview.html,{{ upload.filename }},template,heading,{{ upload.filename }},,,web/templates/_partials/data_import_preview.html,33,dynamic
admin,_partials/data_import_preview.html,{{ upload.filename }},template,pill,{{ upload.filename }} uploaded · {{ sheets|length }} sheets · preview computed,,,web/templates/_partials/data_import_preview.html,36,dynamic
admin,_partials/data_import_preview.html,Apply to Investments,template,heading,Apply to Investments,,,web/templates/_partials/data_import_preview.html,52,
admin,_partials/data_import_preview.html,Preview,template,heading,Preview,,,web/templates/_partials/data_import_preview.html,63,
admin,_partials/data_import_preview.html,Preview,template,button,Apply to Investments,,,web/templates/_partials/data_import_preview.html,87,
admin,_partials/data_import_preview.html,Preview,template,button,Discard Preview,/api/data-import/section,#pf-data-import-panel,web/templates/_partials/data_import_preview.html,94,synonym-candidate
admin,_partials/data_import_preview.html,Preview,template,htmx,Discard Preview,/api/data-import/section,#pf-data-import-panel,web/templates/_partials/data_import_preview.html,94,synonym-candidate|verb:GET
admin,_partials/data_import_preview.html,Sheets,template,heading,Sheets,,,web/templates/_partials/data_import_preview.html,109,
admin,_partials/data_import_preview.html,Sheets,template,empty_state,This upload has no sheets.,,,web/templates/_partials/data_import_preview.html,130,
admin,_partials/data_import_upload_form.html,,template,htmx,View existing upload,/api/data-import/section/upload/{{ duplicate_id }},#pf-data-import-panel,web/templates/_partials/data_import_upload_form.html,25,verb:GET
admin,_partials/data_import_upload_form.html,Upload an Excel file,template,heading,Upload an Excel file,,,web/templates/_partials/data_import_upload_form.html,34,
admin,_partials/data_import_upload_form.html,Upload an Excel file,template,htmx,Excel workbook (.xlsx) Maximum size: {{ max_upload_mb }} MB. Upload and Import,/api/data-import/section/upload,#pf-data-import-panel,web/templates/_partials/data_import_upload_form.html,37,dynamic|verb:POST
admin,_partials/data_import_upload_form.html,Upload an Excel file,template,form_label,Excel workbook (.xlsx),pf-data-import-file,,web/templates/_partials/data_import_upload_form.html,45,
admin,_partials/data_import_upload_form.html,Upload an Excel file,template,button,Upload and Import,,,web/templates/_partials/data_import_upload_form.html,59,
admin,_partials/data_import_upload_form.html,Recent uploads,template,heading,Recent uploads,,,web/templates/_partials/data_import_upload_form.html,64,
admin,_partials/data_import_upload_form.html,Recent uploads,template,htmx,"{{ upload.filename }} {{ uploader_emails.get(upload.uploaded_by|string, '—') }} {{ upload.created_at.strftime('%Y-%m-%d %H:%M UTC') }} {{ '%.1f'|format(upload.size_bytes / 1024) }} KB {{ upload.format_version }}",/api/data-import/section/upload/{{ upload.id }},#pf-data-import-panel,web/templates/_partials/data_import_upload_form.html,80,dynamic|verb:GET
admin,_partials/data_import_upload_form.html,Recent uploads,template,tooltip,Open preview for {{ upload.filename }},/api/data-import/section/upload/{{ upload.id }},#pf-data-import-panel,web/templates/_partials/data_import_upload_form.html,80,dynamic|from:aria-label
admin,_partials/data_import_upload_form.html,Recent uploads,template,empty_state,No uploads yet.,,,web/templates/_partials/data_import_upload_form.html,97,
admin,_partials/market_data_panel.html,,template,htmx,,/api/market-data/refresh/poll?since={{ poll_since }},#pf-market-data-panel,web/templates/_partials/market_data_panel.html,52,hidden|verb:GET
admin,_partials/market_data_panel.html,,template,htmx,"Refresh interval {{ cadence_labels[choice] }} Anchor hour {{ '%02d:00'|format(hour) }} Timezone Enabled The anchor places the grid for “Daily”; every shorter interval ignores it and runs from the full hour — :00/:15/:30/:45 for the 15-minute interval, :00/:30 for the 30-minute one. Save schedule",/api/market-data/schedule,,web/templates/_partials/market_data_panel.html,64,dynamic|verb:POST
admin,_partials/market_data_panel.html,,template,form_label,Refresh interval {{ cadence_labels[choice] }},,,web/templates/_partials/market_data_panel.html,68,dynamic
admin,_partials/market_data_panel.html,,template,select,{{ cadence_labels[choice] }},cadence,,web/templates/_partials/market_data_panel.html,70,dynamic|options:1
admin,_partials/market_data_panel.html,,template,form_label,Anchor hour {{ '%02d:00'|format(hour) }},,,web/templates/_partials/market_data_panel.html,80,dynamic
admin,_partials/market_data_panel.html,,template,select,{{ '%02d:00'|format(hour) }},preferred_hour,,web/templates/_partials/market_data_panel.html,82,dynamic|options:1
admin,_partials/market_data_panel.html,,template,form_label,Timezone,,,web/templates/_partials/market_data_panel.html,92,
admin,_partials/market_data_panel.html,,template,form_label,Enabled,,,web/templates/_partials/market_data_panel.html,98,
admin,_partials/market_data_panel.html,,template,button,Save schedule,,,web/templates/_partials/market_data_panel.html,111,
admin,_partials/market_data_panel.html,,template,pill,Next refresh due {{ current.next_due_display }} Next refresh scheduled. Not yet configured. · Last run {{ current.last_run_display }} No run yet. · Refresh now,,,web/templates/_partials/market_data_panel.html,122,dynamic
admin,_partials/market_data_panel.html,,template,htmx,Refresh now,/api/market-data/refresh-now,,web/templates/_partials/market_data_panel.html,142,synonym-candidate|verb:POST
admin,_partials/market_data_panel.html,,template,button,Refresh now,,,web/templates/_partials/market_data_panel.html,145,
admin,_partials/openrouter_model_datalist.html,,template,button,Load models,{{ reload_url }},#{{ slot_id }},web/templates/_partials/openrouter_model_datalist.html,45,duplicate-label
admin,_partials/openrouter_model_datalist.html,,template,htmx,Load models,{{ reload_url }},#{{ slot_id }},web/templates/_partials/openrouter_model_datalist.html,45,duplicate-label|verb:GET
admin,_partials/overview_error.html,{{ error_type }},template,heading,{{ error_type }},,,web/templates/_partials/overview_error.html,22,dynamic
admin,_partials/overview_error.html,{{ error_type }},template,link,Data Import,/admin#data-import,,web/templates/_partials/overview_error.html,29,
admin,_partials/overview_refresh_result.html,,template,htmx,,/api/overview/refresh/poll?since={{ poll_since }},#ov-section-body,web/templates/_partials/overview_refresh_result.html,32,hidden|verb:GET
admin,_partials/overview_section.html,,template,empty_state,No active investments to summarise. Import investments via the Data Import section in Admin or create one from the Investments list.,,,web/templates/_partials/overview_section.html,43,
admin,_partials/overview_section.html,,template,link,Data Import,/admin#data-import,,web/templates/_partials/overview_section.html,45,
admin,_partials/overview_section.html,,template,link,Investments,/investments,,web/templates/_partials/overview_section.html,47,synonym-candidate
admin,_partials/overview_section.html,,template,htmx,Refresh,/api/market-data/refresh-now,this,web/templates/_partials/overview_section.html,75,synonym-candidate|verb:POST
admin,_partials/overview_section.html,,template,button,Refresh,,,web/templates/_partials/overview_section.html,82,
admin,_partials/overview_section.html,,template,link,Enable in Admin,/admin#market-data,,web/templates/_partials/overview_section.html,87,
admin,_partials/overview_section.html,Portfolio overview metrics,template,heading,Portfolio overview metrics,,,web/templates/_partials/overview_section.html,111,
admin,_partials/overview_section.html,Portfolio overview metrics,template,tile,"IRR {{ ""%.2f""|format(kpis.irr * 100.0) }}% —",,,web/templates/_partials/overview_section.html,114,dynamic
admin,_partials/overview_section.html,Portfolio overview metrics,template,tile,"TVPI {{ ""%.2f""|format(kpis.tvpi) }}x —",,,web/templates/_partials/overview_section.html,124,dynamic
admin,_partials/overview_section.html,Portfolio overview metrics,template,tile,"DPI {{ ""%.2f""|format(kpis.dpi) }}x —",,,web/templates/_partials/overview_section.html,134,dynamic
admin,_partials/overview_section.html,Portfolio overview metrics,template,tile,Investments {{ kpis.investment_count }},,,web/templates/_partials/overview_section.html,144,dynamic
admin,_partials/overview_section.html,Portfolio overview metrics,template,tile,Foreign-currency cash {{ row.name }} {{ row.currency }} {{ row.native_display }} = {{ row.functional_display }} as of {{ row.as_of_date }},,,web/templates/_partials/overview_section.html,154,dynamic
admin,_partials/overview_section.html,Foreign-currency cash,template,heading,Foreign-currency cash,,,web/templates/_partials/overview_section.html,155,
admin,_partials/overview_section.html,Foreign-currency cash,template,tooltip,Portfolio overview charts,,,web/templates/_partials/overview_section.html,185,from:aria-label
admin,_partials/overview_section.html,{{ chart.title }},template,heading,{{ chart.title }},,,web/templates/_partials/overview_section.html,190,dynamic
admin,_partials/overview_section.html,{{ chart.title }},template,empty_state,No data available.,,,web/templates/_partials/overview_section.html,200,
admin,_partials/provider_credentials_section.html,,template,htmx,{{ label }},{{ endpoint }},closest .pf-credentials,web/templates/_partials/provider_credentials_section.html,40,dynamic|verb:POST
admin,_partials/provider_credentials_section.html,,template,button,{{ label }},,,web/templates/_partials/provider_credentials_section.html,48,dynamic
admin,_partials/provider_credentials_section.html,,template,htmx,{{ field.label }} Save,{{ endpoint }},closest .pf-credentials,web/templates/_partials/provider_credentials_section.html,66,dynamic|verb:POST
admin,_partials/provider_credentials_section.html,,template,form_label,{{ field.label }},{{ prefix }}-{{ field.provider }}-{{ field.key }},,web/templates/_partials/provider_credentials_section.html,75,dynamic
admin,_partials/provider_credentials_section.html,,template,placeholder,•••••••• Not set,value,,web/templates/_partials/provider_credentials_section.html,79,
admin,_partials/provider_credentials_section.html,,template,button,Save,,,web/templates/_partials/provider_credentials_section.html,99,
admin,_partials/provider_credentials_section.html,,template,pill,set,,,web/templates/_partials/provider_credentials_section.html,107,
admin,_partials/provider_credentials_section.html,,template,pill,not set,,,web/templates/_partials/provider_credentials_section.html,114,
admin,_partials/provider_credentials_section.html,,template,pill,set,,,web/templates/_partials/provider_credentials_section.html,117,
admin,_partials/provider_credentials_section.html,,template,pill,not set,,,web/templates/_partials/provider_credentials_section.html,119,
admin,_partials/provider_credentials_section.html,,template,pill,disabled,,,web/templates/_partials/provider_credentials_section.html,123,
admin,_partials/provider_credentials_section.html,,template,button,Load models,{{ models_url }},#{{ models_base }}-slot,web/templates/_partials/provider_credentials_section.html,155,duplicate-label
admin,_partials/provider_credentials_section.html,,template,htmx,Load models,{{ models_url }},#{{ models_base }}-slot,web/templates/_partials/provider_credentials_section.html,155,duplicate-label|verb:GET
admin,_partials/provider_credentials_section.html,Tenant credentials,template,heading,Tenant credentials,,,web/templates/_partials/provider_credentials_section.html,189,internal-name
admin,_partials/provider_credentials_section.html,Tenant credentials,template,tile,"{{ card.label }} {{ card.consumer_status }} {{ card.description }} {{ field_row(tenant_endpoint, csrf_token, field, vault_configured, 'tenant') }}",,,web/templates/_partials/provider_credentials_section.html,194,dynamic
admin,_partials/provider_credentials_section.html,{{ card.label }},template,heading,{{ card.label }},,,web/templates/_partials/provider_credentials_section.html,196,dynamic
admin,_partials/provider_credentials_section.html,{{ card.label }},template,pill,{{ card.consumer_status }},,,web/templates/_partials/provider_credentials_section.html,197,dynamic
admin,_partials/provider_credentials_section.html,My settings,template,heading,My settings,,,web/templates/_partials/provider_credentials_section.html,217,
admin,_partials/provider_credentials_section.html,My settings,template,tile,"{{ field.provider_label }} {{ field.provider_description }} {{ field_row(user_endpoint, csrf_token, field, vault_configured, 'user') }}",,,web/templates/_partials/provider_credentials_section.html,222,dynamic
admin,_partials/provider_credentials_section.html,{{ field.provider_label }},template,heading,{{ field.provider_label }},,,web/templates/_partials/provider_credentials_section.html,224,dynamic
admin,_partials/provider_credentials_section.html,{{ field.provider_label }},template,tile,"Telegram paired not paired Send /pair {{ telegram_pairing.code }} to the bot from the Telegram chat you want to use. The code is valid for {{ telegram_pairing.ttl_minutes }} minutes and works once — it is shown here only now. Chat {{ telegram_pairing.chat_id }} is linked to your account. Shirley answers there with your own settings. Link a Telegram chat to your account to use Shirley there. Generate a code, then send it to the bot from that chat. Generate new pairing code Generate pairing code Revoke pairing",,,web/templates/_partials/provider_credentials_section.html,233,dynamic
admin,_partials/provider_credentials_section.html,Telegram,template,heading,Telegram,,,web/templates/_partials/provider_credentials_section.html,235,
admin,_partials/provider_credentials_section.html,Telegram,template,pill,paired not paired,,,web/templates/_partials/provider_credentials_section.html,236,
admin,_partials/provider_credentials_section.html,Telegram,template,htmx,Generate new pairing code Generate pairing code,{{ telegram_pairing.pair_endpoint }},closest .pf-credentials,web/templates/_partials/provider_credentials_section.html,264,verb:POST
admin,_partials/provider_credentials_section.html,Telegram,template,button,Generate new pairing code Generate pairing code,,,web/templates/_partials/provider_credentials_section.html,269,
admin,_partials/provider_credentials_section.html,Telegram,template,htmx,Revoke pairing,{{ telegram_pairing.unpair_endpoint }},closest .pf-credentials,web/templates/_partials/provider_credentials_section.html,274,verb:POST
admin,_partials/provider_credentials_section.html,Telegram,template,button,Revoke pairing,,,web/templates/_partials/provider_credentials_section.html,279,
admin,_partials/provider_credentials_section_lazy.html,,template,htmx,Loading providers & credentials…,/admin/providers-credentials/section,this,web/templates/_partials/provider_credentials_section_lazy.html,9,verb:GET
admin,_partials/tenant_users_section.html,,template,htmx,Role {{ label }} Change role You will lose access to this area immediately.,{{ user.role_url }},closest .pf-users,web/templates/_partials/tenant_users_section.html,37,dynamic|verb:POST
admin,_partials/tenant_users_section.html,,template,form_label,Role {{ label }},role-{{ user.id }},,web/templates/_partials/tenant_users_section.html,42,dynamic
admin,_partials/tenant_users_section.html,,template,select,{{ label }},new_role,,web/templates/_partials/tenant_users_section.html,44,dynamic|options:1
admin,_partials/tenant_users_section.html,,template,button,Change role,,,web/templates/_partials/tenant_users_section.html,51,
admin,_partials/tenant_users_section.html,,template,htmx,New password Reset password You will be signed out immediately.,{{ user.reset_password_url }},closest .pf-users,web/templates/_partials/tenant_users_section.html,59,verb:POST
admin,_partials/tenant_users_section.html,,template,form_label,New password,reset-{{ user.id }},,web/templates/_partials/tenant_users_section.html,64,
admin,_partials/tenant_users_section.html,,template,button,Reset password,,,web/templates/_partials/tenant_users_section.html,72,
admin,_partials/tenant_users_section.html,,template,htmx,{{ label }},{{ endpoint }},closest .pf-users,web/templates/_partials/tenant_users_section.html,80,dynamic|verb:POST
admin,_partials/tenant_users_section.html,,template,button,{{ label }},,,web/templates/_partials/tenant_users_section.html,85,dynamic
admin,_partials/tenant_users_section.html,Active,template,heading,Active,,,web/templates/_partials/tenant_users_section.html,127,
admin,_partials/tenant_users_section.html,Active,template,empty_state,No active users.,,,web/templates/_partials/tenant_users_section.html,137,
admin,_partials/tenant_users_section.html,Deactivated,template,heading,Deactivated,,,web/templates/_partials/tenant_users_section.html,144,
admin,_partials/tenant_users_section.html,Add a user,template,heading,Add a user,,,web/templates/_partials/tenant_users_section.html,160,
admin,_partials/tenant_users_section.html,Add a user,template,htmx,Email Display name Initial password Role {{ label }} Create user,{{ create_endpoint }},closest .pf-users,web/templates/_partials/tenant_users_section.html,166,dynamic|verb:POST
admin,_partials/tenant_users_section.html,Add a user,template,form_label,Email,new-user-email,,web/templates/_partials/tenant_users_section.html,171,duplicate-label
admin,_partials/tenant_users_section.html,Add a user,template,form_label,Display name,new-user-display-name,,web/templates/_partials/tenant_users_section.html,180,
admin,_partials/tenant_users_section.html,Add a user,template,form_label,Initial password,new-user-password,,web/templates/_partials/tenant_users_section.html,188,
admin,_partials/tenant_users_section.html,Add a user,template,form_label,Role {{ label }},new-user-role,,web/templates/_partials/tenant_users_section.html,197,dynamic
admin,_partials/tenant_users_section.html,Add a user,template,select,{{ label }},role,,web/templates/_partials/tenant_users_section.html,199,dynamic|options:1
admin,_partials/tenant_users_section.html,Add a user,template,button,Create user,,,web/templates/_partials/tenant_users_section.html,206,
admin,_partials/tenant_users_section_lazy.html,,template,htmx,Loading users…,/admin/users/section,this,web/templates/_partials/tenant_users_section_lazy.html,13,verb:GET
admin,areas/_section.html,"{{ pf_section_title(active_area, section_slug) }}",template,heading,"{{ pf_section_title(active_area, section_slug) }}",,,web/templates/areas/_section.html,51,dynamic
admin,areas/_section.html,"{{ pf_section_title(active_area, section_slug) }}",template,pill,{{ section_pill }},,,web/templates/areas/_section.html,52,dynamic
admin,areas/_section.html,"{{ pf_section_title(active_area, section_slug) }}",template,button,"{{ pf_icon(""search"") }}SearchCtrl K",,,web/templates/areas/_section.html,56,dynamic
assistants,_partials/areas/_assistants_body.html,,template,area_header,"Assistants AI-powered automation — Shirley (the chat assistant), report scraping for GP quarterly reports, and AI configuration.",,,web/templates/_partials/areas/_assistants_body.html,3,abbrev|internal-name
assistants,_partials/areas/_assistants_body.html,Assistants,template,heading,Assistants,,,web/templates/_partials/areas/_assistants_body.html,4,
assistants,_partials/areas/_assistants_body.html,Assistants,template,link,Admin → Providers & Credentials,/admin#providers-credentials,,web/templates/_partials/areas/_assistants_body.html,29,inline-html
assistants,_partials/scraper_progress.html,,template,button,Cancel,,,web/templates/_partials/scraper_progress.html,30,duplicate-label
assistants,_partials/scraper_results.html,{{ extraction.filename }},template,heading,{{ extraction.filename }},,,web/templates/_partials/scraper_results.html,18,dynamic
assistants,_partials/scraper_results.html,{{ extraction.filename }},template,pill,{{ finding.confidence.value }},,,web/templates/_partials/scraper_results.html,55,dynamic
assistants,_partials/scraper_run_mount.html,,template,button,Cancel,,,web/templates/_partials/scraper_run_mount.html,32,duplicate-label
